standard,lemma,postag
against,against,acp-p
the,the,d
Archbishop,archbishop,n1
and,and,cc
the,the,d
Earl,earl,n1
of,of,acp-p
Northumberland,Northumberland,n1-nn
FALSTAFF,,
Yea,yea,uh
I,i,pns
thank,thank,vvb
your,your,po
pretty,pretty,j
sweet,sweet,j
wit,wit,n1
for,for,acp-p
it,it,pn
But,but,acp-cc
look,look,vvb
you,you,pn
pray,pray,vvb
all,all,d
you,you,pn
that,that,cs
kiss,kiss,vvb
my,my,po
Lady,lady,n1
Peace,peace,n1
at,at,acp-p
home,home,n1
that,that,cs
our,our,po
armies,army,n2
join,join,vvb
not,not,xx
in,in,acp-p
a,a,d
hot,hot,j
day,day,n1
for,for,acp-p
by,by,acp-p
the,the,d
Lord,lord,n1
I,i,pns
take,take,vvb
but,but,acp-av
two,two,crd
shirts,shirt,n2
out,out,av
with,with,acp-p
me,i,pno
and,and,cc
I,i,pns
mean,mean,vvb
not,not,xx
to,to,acp-cs
sweat,sweat,vvi
extraordinarily,extraordinary,av_j
If,if,cs
it,it,pn
be,be,vvb
a,a,d
hot,hot,j
day,day,n1
and,and,cc
I,i,pns
brandish,brandish,vvb
anything,anything,pi
but,but,acp-p
a,a,d
bottle,bottle,n1
I,i,pns
would,will,vmd
I,i,pns
might,may,vmd
never,never,av-x
spit,spit,vvi
white,white,j
again,again,av
There,there,acp-av
is,be,vvz
not,not,xx
a,a,d
dangerous,dangerous,j
action,action,n1
can,can,vmb
peep,peep,vvi
out,out,av
his,his,po
head,head,n1
but,but,acp-p
I,i,pns
am,be,vvm
thrust,thrust,vvn
upon,upon,acp-p
it,it,pn
Well,well,uh_mi
I,i,pns
cannot,can,vmb-x
last,last,vvi
ever,ever,av
But,but,acp-cc
it,it,pn
was,be,vvd
always,always,av
yet,yet,av
the,the,d
trick,trick,n1
of,of,acp-p
our,our,po
English,English,j-nn
nation,nation,n1
if,if,cs
they,they,pns
have,have,vvb
a,a,d
good,good,j
thing,thing,n1
to,to,acp-cs
make,make,vvi
it,it,pn
too,too,av
common,common,j
If,if,cs
you,you,pn
will,will,vmb
needs,needs,av
say,say,vvi
I,i,pns
am,be,vvm
an,a,d
old,old,j
man,man,n1
you,you,pn
should,shall,vmd
give,give,vvi
me,i,pno
rest,rest,n1
I,i,pns
would,will,vmd
to,to,acp-p
God,God,n1-nn
my,my,po
name,name,n1
were,be,vvd
not,not,xx
so,so,av
terrible,terrible,j
to,to,acp-p
the,the,d
enemy,enemy,n1
as,as,acp-cs
it,it,pn
is,be,vvz
I,i,pns
were,be,vvd
better,better,j-c
to,to,acp-cs
be,be,vvi
eaten,eat,vvn
to,to,acp-p
death,death,n1
with,with,acp-p
a,a,d
rust,rust,n1
than,than,cs
to,to,acp-cs
be,be,vvi
scoured,scour,vvn
to,to,acp-p
nothing,nothing,pi-x
with,with,acp-p
perpetual,perpetual,j
motion,motion,n1
CHIEF,,
JUSTICE,,
Well,well,uh_mi
be,be,vvb
honest,honest,j
be,be,vvb
honest,honest,j
and,and,cc
God,God,n1-nn
bless,bless,vvb
your,your,po
expedition,expedition,n1
FALSTAFF,,
Will,will,vmb
your,your,po
Lordship,lordship,n1
lend,lend,vvi
me,i,pno
a,a,d
thousand,thousand,crd
pound,pound,n1
to,to,acp-cs
furnish,furnish,vvi
me,i,pno
forth,forth,av
CHIEF,,
JUSTICE,,
Not,not,xx
a,a,d
penny,penny,n1
not,not,xx
a,a,d
penny,penny,n1
You,you,pn
are,be,vvb
too,too,av
impatient,impatient,j
to,to,acp-cs
bear,bear,vvi
crosses,cross,n2
Fare,fare,vvb
you,you,pn
well,well,av
Commend,commend,vvb
me,i,pno
to,to,acp-p
my,my,po
cousin,cousin,n1
Westmoreland,Westmoreland,n1-nn
Lord,,
Chief,,
Justice,,
and,,
his,,
Servant,,
exit,,
FALSTAFF,,
If,if,cs
I,i,pns
do,do,vvb
fillip,fillip,vvb
me,i,pno
with,with,acp-p
a,a,d
three-man,three-man,j
beetle,beetle,n1
A,a,d
man,man,n1
can,can,vmb
no,no,av-x_d
more,more,av-c_d
separate,separate,vvi
age,age,n1
and,and,cc
covetousness,covetousness,n1
than,than,cs
he,he,pns
can,can,vmb
part,part,vvi
young,young,j
limbs,limb,n2
and,and,cc
lechery,lechery,n1
but,but,acp-cc
the,the,d
gout,gout,n1
galls,gall,vvz
the,the,d
one,one,pi
and,and,cc
the,the,d
pox,pox,n1
pinches,pinch,vvz
the,the,d
other,other,pi_d
and,and,cc
so,so,av
both,both,av_d
the,the,d
degrees,degree,n2
prevent,prevent,vvb
my,my,po
curses,curse,n2
Boy,boy,n1
PAGE,,
Sir,sir,n1
FALSTAFF,,
What,what,crq-q
money,money,n1
is,be,vvz
in,in,acp-p
my,my,po
purse,purse,n1
PAGE,,
Seven,seven,crd
groats,groat,n2
and,and,cc
two,two,crd
pence,penny,n2
FALSTAFF,,
I,i,pns
can,can,vmb
get,get,vvi
no,no,d-x
remedy,remedy,n1
against,against,acp-p
this,this,d
consumption,consumption,n1
of,of,acp-p
the,the,d
purse,purse,n1
Borrowing,borrow,vvg
only,only,av_j
lingers,linger,vvz
and,and,cc
lingers,linger,vvz
it,it,pn
out,out,av
but,but,acp-cc
the,the,d
disease,disease,n1
is,be,vvz
incurable,incurable,j
Giving,,
papers,,
to,,
the,,
Page,,
Go,go,vvb
bear,bear,vvb
this,this,d
letter,letter,n1
to,to,acp-p
my,my,po
Lord,lord,n1
of,of,acp-p
Lancaster,Lancaster,n1-nn
this,this,d
to,to,acp-p
the,the,d
Prince,prince,n1
this,this,d
to,to,acp-p
the,the,d
Earl,earl,n1
of,of,acp-p
Westmoreland,Westmoreland,n1-nn
and,and,cc
this,this,d
to,to,acp-p
old,old,j
Mistress,mistress,n1
Ursula,Ursula,n1-nn
whom,who,crq-ro
I,i,pns
have,have,vvb
weekly,weekly,av_j
sworn,swear,vvn
to,to,acp-cs
marry,marry,vvi
since,since,acp-cs
I,i,pns
perceived,perceive,vvd
the,the,d
first,first,ord
white,white,j
hair,hair,n1
of,of,acp-p
my,my,po
chin,chin,n1
About,about,acp-p
it,it,pn
You,you,pn
know,know,vvb
where,where,crq-cs
to,to,acp-cs
find,find,vvi
me,i,pno
Page,,
exits,,
A,a,d
pox,pox,n1
of,of,acp-p
this,this,d
gout,gout,n1
Or,or,cc
a,a,d
gout,gout,n1
of,of,acp-p
this,this,d
pox,pox,n1
for,for,acp-cs
the,the,d
one,one,crd
or,or,cc
the,the,d
other,other,d
plays,play,vvz
the,the,d
rogue,rogue,n1
with,with,acp-p
my,my,po
great,great,j
toe,toe,n1
'Tis,it|be,pn|vvz
no,no,d-x
matter,matter,n1
if,if,cs
I,i,pns
do,do,vvb
halt,halt,vvi
I,i,pns
have,have,vvb
the,the,d
wars,war,n2
for,for,acp-p
my,my,po
color,colour,n1
and,and,cc
my,my,po
pension,pension,n1
shall,shall,vmb
seem,seem,vvi
the,the,d
more,more,av-c_d
reasonable,reasonable,j
A,a,d
good,good,j
wit,wit,n1
will,will,vmb
make,make,vvi
use,use,n1
of,of,acp-p
anything,anything,pi
I,i,pns
will,will,vmb
turn,turn,vvi
diseases,disease,n2
to,to,acp-p
commodity,commodity,n1
He,,
exits,,
Scene,,
3,,
Enter,,
th',,
Archbishop,,
of,,
York,,
Thomas,,
Mowbray,,
Earl,,
Marshal,,
the,,
Lord,,
Hastings,,
and,,
Lord,,
Bardolph,,
ARCHBISHOP,,
Thus,thus,av
have,have,vvb
you,you,pn
heard,hear,vvn
our,our,po
cause,cause,n1
and,and,cc
known,know,vvn
our,our,po
means,mean,n2
And,and,cc
my,my,po
most,most,av-s_d
noble,noble,j
friends,friend,n2
I,i,pns
pray,pray,vvb
you,you,pn
all,all,d
Speak,speak,vvb
plainly,plain,av_j
your,your,po
opinions,opinion,n2
of,of,acp-p
our,our,po
hopes,hope,n2
And,and,cc
first,first,ord
Lord,lord,n1
Marshal,marshal,n1
what,what,crq-q
say,say,vvb
you,you,pn
to,to,acp-p
it,it,pn
MOWBRAY,,
I,i,pns
well,well,av
allow,allow,vvb
the,the,d
occasion,occasion,n1
of,of,acp-p
our,our,po
arms,arm,n2
But,but,acp-cc
gladly,glad,av_j
would,will,vmd
be,be,vvi
better,better,j-c
satisfied,satisfy,vvn
How,how,crq-cs
in,in,acp-p
our,our,po
means,mean,n2
we,we,pns
should,shall,vmd
advance,advance,vvi
ourselves,ourselves,px
To,to,acp-cs
look,look,vvi
with,with,acp-p
forehead,forehead,n1
bold,bold,j
and,and,cc
big,big,j
enough,enough,av_d
Upon,upon,acp-p
the,the,d
power,power,n1
and,and,cc
puissance,puissance,n1
of,of,acp-p
the,the,d
King,king,n1
HASTINGS,,
Our,our,po
present,present,j
musters,muster,n2
grow,grow,vvb
upon,upon,acp-p
the,the,d
file,file,n1
To,to,acp-p
five-and-twenty,five-and-twenty,crd
thousand,thousand,crd
men,man,n2
of,of,acp-p
choice,choice,n1
And,and,cc
our,our,po
supplies,supply,n2
live,live,vvb
largely,large,av_j
in,in,acp-p
the,the,d
hope,hope,n1
Of,of,acp-p
great,great,j
Northumberland,Northumberland,n1-nn
whose,who,crq-rg
bosom,bosom,n1
burns,burn,vvz
With,with,acp-p
an,a,d
incensèd,incense,j_vn
fire,fire,n1
of,of,acp-p
injuries,injury,n2
LORD,,
BARDOLPH,,
The,the,d
question,question,n1
then,then,av
Lord,lord,n1
Hastings,Hastings,n1-nn
standeth,stand,vvz
thus,thus,av
Whether,whether,cs
our,our,po
present,present,j
five-and-twenty,five-and-twenty,crd
thousand,thousand,crd
May,may,vmb
hold,hold,vvi
up,up,acp-av
head,head,n1
without,without,acp-p
Northumberland,Northumberland,n1-nn
HASTINGS,,
With,with,acp-p
him,he,pno
we,we,pns
may,may,vmb
LORD,,
BARDOLPH,,
Yea,yea,uh
marry,marry,uh
there's,there|be,acp-av|vvz
the,the,d
point,point,n1
But,but,acp-cc
if,if,cs
without,without,acp-p
him,he,pno
we,we,pns
be,be,vvb
thought,think,vvn
too,too,av
feeble,feeble,j
My,my,po
judgment,judgement,n1
is,be,vvz
we,we,pns
should,shall,vmd
not,not,xx
step,step,vvi
too,too,av
far,far,av_j
Till,till,acp-cs
we,we,pns
had,have,vvd
his,his,po
assistance,assistance,n1
by,by,acp-p
the,the,d
hand,hand,n1
For,for,acp-p
in,in,acp-p
a,a,d
theme,theme,n1
so,so,av
bloody-faced,bloody-faced,j
as,as,acp-cs
this,this,d
Conjecture,conjecture,n1
expectation,expectation,n1
and,and,cc
surmise,surmise,n1
Of,of,acp-p
aids,aid,n2
incertain,incertain,j
should,shall,vmd
not,not,xx
be,be,vvi
admitted,admit,vvn
ARCHBISHOP,,
'Tis,it|be,pn|vvz
very,very,av
true,true,j
Lord,lord,n1
Bardolph,Bardolph,n1-nn
for,for,acp-p
indeed,indeed,av
It,it,pn
was,be,vvd
young,young,j
Hotspur's,Hotspur,n1g-nn
cause,cause,n1
at,at,acp-p
Shrewsbury,Shrewsbury,n1-nn
LORD,,
BARDOLPH,,
It,it,pn
was,be,vvd
my,my,po
lord,lord,n1
who,who,crq-r
lined,line,vvd
himself,himself,px
with,with,acp-p
hope,hope,n1
Eating,eat,vvg
the,the,d
air,air,n1
and,and,cc
promise,promise,n1
of,of,acp-p
supply,supply,n1
Flatt'ring,flatter,vvg
himself,himself,px
in,in,acp-p
project,project,n1
of,of,acp-p
a,a,d
power,power,n1
Much,much,av_d
smaller,small,j-c
than,than,cs
the,the,d
smallest,small,j-s
of,of,acp-p
his,his,po
thoughts,thought,n2
And,and,cc
so,so,av
with,with,acp-p
great,great,j
imagination,imagination,n1
Proper,proper,j
to,to,acp-p
madmen,madman,n2
led,lead,vvd
his,his,po
powers,power,n2
to,to,acp-p
death,death,n1
And,and,cc
winking,wink,vvg
leapt,leap,vvd
into,into,acp-p
destruction,destruction,n1
HASTINGS,,
But,but,acp-cc
by,by,acp-p
your,your,po
leave,leave,n1
it,it,pn
never,never,av-x
yet,yet,av
did,do,vvd
hurt,hurt,vvi
To,to,acp-cs
lay,lay,vvi
down,down,acp-av
likelihoods,likelihood,n2
and,and,cc
forms,form,n2
of,of,acp-p
hope,hope,n1
LORD,,
BARDOLPH,,
Yes,yes,uh
if,if,cs
this,this,d
present,present,j
quality,quality,n1
of,of,acp-p
war,war,n1
Indeed,indeed,av
the,the,d
instant,instant,j
action,action,n1
a,a,d
cause,cause,n1
on,on,acp-p
foot,foot,n1
Lives,live,vvz
so,so,av
in,in,acp-p
hope,hope,n1
as,as,acp-cs
in,in,acp-p
an,a,d
early,early,j
spring,spring,n1
We,we,pns
see,see,vvb
th',the,d
appearing,appear,j_vg
buds,bud,n2
which,which,crq-r
to,to,acp-cs
prove,prove,vvi
fruit,fruit,n1
Hope,hope,n1
gives,give,vvz
not,not,xx
so,so,av
much,much,d
warrant,warrant,n1
as,as,acp-cs
despair,despair,n1
That,that,cs
frosts,frost,n2
will,will,vmb
bite,bite,vvi
them,they,pno
When,when,crq-cs
we,we,pns
mean,mean,vvb
to,to,acp-cs
build,build,vvi
We,we,pns
first,first,ord
survey,survey,vvb
the,the,d
plot,plot,n1
then,then,av
draw,draw,vvb
the,the,d
model,model,n1
And,and,cc
when,when,crq-cs
we,we,pns
see,see,vvb
the,the,d
figure,figure,n1
of,of,acp-p
the,the,d
house,house,n1
Then,then,av
must,must,vmb
we,we,pns
rate,rate,vvi
the,the,d
cost,cost,n1
of,of,acp-p
the,the,d
erection,erection,n1
Which,which,crq-r
if,if,cs
we,we,pns
find,find,vvb
outweighs,outweigh,vvz
ability,ability,n1
What,what,crq-q
do,do,vvb
we,we,pns
then,then,av
but,but,acp-p
draw,draw,vvi
anew,anew,av
the,the,d
model,model,n1
In,in,acp-p
fewer,few,d-c
offices,office,n2
or,or,cc
at,at,acp-p
least,least,d-s
desist,desist,vvb
To,to,acp-cs
build,build,vvi
at,at,acp-p
all,all,av_d
Much,much,d
more,more,d-c
in,in,acp-p
this,this,d
great,great,j
work,work,n1
Which,which,crq-r
is,be,vvz
almost,almost,av
to,to,acp-cs
pluck,pluck,vvi
a,a,d
kingdom,kingdom,n1
down,down,acp-av
And,and,cc
set,set,vvi
another,another,d
up,up,acp-av
should,shall,vmd
we,we,pns
survey,survey,vvi
The,the,d
plot,plot,n1
of,of,acp-p
situation,situation,n1
and,and,cc
the,the,d
model,model,n1
Consent,consent,vvb
upon,upon,acp-p
a,a,d
sure,sure,j
foundation,foundation,n1
Question,question,vvi
surveyors,surveyor,n2
know,know,vvb
our,our,po
own,own,d
estate,estate,n1
How,how,crq-cs
able,able,j
such,such,d
a,a,d
work,work,n1
to,to,acp-cs
undergo,undergo,vvi
To,to,acp-cs
weigh,weigh,vvi
against,against,acp-p
his,his,po
opposite,opposite,j
Or,or,cc
else,else,av
We,we,pns
fortify,fortify,vvb
in,in,acp-p
paper,paper,n1
and,and,cc
in,in,acp-p
figures,figure,n2
Using,use,vvg
the,the,d
names,name,n2
of,of,acp-p
men,man,n2
instead,instead,acp-p
of,of,acp-p
men,man,n2
Like,like,acp-p
one,one,pi
that,that,cs
draws,draw,vvz
the,the,d
model,model,n1
of,of,acp-p
an,a,d
house,house,n1
Beyond,beyond,acp-p
his,his,po
power,power,n1
to,to,acp-cs
build,build,vvi
it,it,pn
who,who,crq-r
half,half,j
through,through,acp-av
Gives,give,vvz
o'er,over,acp-av
and,and,cc
leaves,leave,vvz
his,his,po
part-created,part-created,j
cost,cost,n1
A,a,d
naked,naked,j
subject,subject,n1
to,to,acp-p
the,the,d
weeping,weep,j_vg
clouds,cloud,n2
And,and,cc
waste,waste,vvb
for,for,acp-p
churlish,churlish,j
winter's,winter,n1g
tyranny,tyranny,n1
HASTINGS,,
Grant,grant,vvb
that,that,cs
our,our,po
hopes,hope,n2
yet,yet,av
likely,likely,j
of,of,acp-p
fair,fair,j
birth,birth,n1
Should,shall,vmd
be,be,vvi
stillborn,still-born,j
and,and,cc
that,that,cs
we,we,pns
now,now,av
possessed,possess,vvn
The,the,d
utmost,utmost,j
man,man,n1
of,of,acp-p
expectation,expectation,n1
I,i,pns
think,think,vvb
we,we,pns
are,be,vvb
a,a,d
body,body,n1
strong,strong,j
enough,enough,av_d
Even,even,av
as,as,acp-cs
we,we,pns
are,be,vvb
to,to,acp-p
equal,equal,j
with,with,acp-p
the,the,d
King,king,n1
LORD,,
BARDOLPH,,
What,what,crq-q
is,be,vvz
the,the,d
King,king,n1
but,but,acp-av
five-and-twenty,five-and-twenty,crd
thousand,thousand,crd
HASTINGS,,
To,to,acp-p
us,we,pno
no,no,av-x_d
more,more,d-c
nay,nay,uh
not,not,xx
so,so,av
much,much,d
Lord,lord,n1
Bardolph,Bardolph,n1-nn
For,for,acp-p
his,his,po
divisions,division,n2
as,as,acp-cs
the,the,d
times,time,n2
do,do,vvb
brawl,brawl,vvi
Are,be,vvb
in,in,acp-p
three,three,crd
heads,head,n2
one,one,crd
power,power,n1
against,against,acp-p
the,the,d
French,French,j-nn
And,and,cc
one,one,pi
against,against,acp-p
Glendower,Glendower,n1-nn
perforce,perforce,av
a,a,d
third,three,ord
Must,must,vmb
take,take,vvi
up,up,acp-p
us,we,pno
So,so,av
is,be,vvz
the,the,d
unfirm,unfirm,j
king,king,n1
In,in,acp-p
three,three,crd
divided,divide,vvn
and,and,cc
his,his,po
coffers,coffer,n2
sound,sound,vvb
With,with,acp-p
hollow,hollow,j
poverty,poverty,n1
and,and,cc
emptiness,emptiness,n1
ARCHBISHOP,,
That,that,cs
he,he,pns
should,shall,vmd
draw,draw,vvi
his,his,po
several,several,j
strengths,strength,n2
together,together,av
And,and,cc
come,come,vvb
against,against,acp-p
us,we,pno
in,in,acp-p
full,full,j
puissance,puissance,n1
Need,need,vvb
not,not,xx
to,to,acp-cs
be,be,vvi
dreaded,dread,vvn
HASTINGS,,
If,if,cs
he,he,pns
should,shall,vmd
do,do,vvi
so,so,av
He,he,pns
leaves,leave,vvz
his,his,po
back,back,n1
unarmed,unarmed,j
the,the ,d
French,French,j-nn
and,and ,cc
Welsh,Welsh,j-nn
Baying,bay,vvg
him,he,pno
at,at,acp-p
the,the,d
heels,heel,n2
Never,never,av-x
fear,fear,vvb
that,that,d
LORD,,
BARDOLPH,,
Who,who,crq-q
is,be,vvz
it,it,pn
like,like,acp-p
should,shall,vmd
lead,lead,vvi
his,his,po
forces,force,n2
hither,hither,av
HASTINGS,,
The,the,d
Duke,duke,n1
of,of,acp-p
Lancaster,Lancaster,n1-nn
and,and,cc
Westmoreland,Westmoreland,n1-nn
Against,against,acp-p
the,the,d
Welsh,Welsh,j-nn
himself,himself,px
and,and,cc
Harry,Harry,n1-nn
Monmouth,Monmouth,n1-nn
But,but,acp-cc
who,who,crq-r
is,be,vvz
substituted,substitute,vvn
against,against,acp-p
the,the,d
French,French,j-nn
I,i,pns
have,have,vvb
no,no,d-x
certain,certain,j
notice,notice,n1
ARCHBISHOP,,
Let,let,vvb
us,we,pno
on,on,acp-av
And,and,cc
publish,publish,vvb
the,the,d
occasion,occasion,n1
of,of,acp-p
our,our,po
arms,arm,n2
The,the,d
commonwealth,commonwealth,n1
is,be,vvz
sick,sick,j
of,of,acp-p
their,their,po
own,own,d
choice,choice,n1
Their,their,po
over-greedy,overgreedy,j
love,love,n1
hath,have,vvz
surfeited,surfeit,vvn
An,a,d
habitation,habitation,n1
giddy,giddy,j
and,and,cc
unsure,unsure,j
Hath,have,vvz
he,he,pns
that,that,cs
buildeth,build,vvz
on,on,acp-p
the,the,d
vulgar,vulgar,j
heart,heart,n1
O,oh,uh
thou,thou,pns
fond,fond,j
many,many,d
with,with,acp-p
what,what,crq-r
loud,loud,j
applause,applause,n1
Didst,do,vvd2
thou,thou,pns
beat,beat,vvi
heaven,heaven,n1
with,with,acp-p
blessing,bless,vvg
Bolingbroke,Bolingbroke,n1-nn
Before,before,acp-cs
he,he,pns
was,be,vvd
what,what,crq-r
thou,thou,pns
wouldst,will,vmd2
have,have,vvi
him,he,pno
be,be,vvi
And,and,cc
being,be,vvg
now,now,av
trimmed,trim,vvn
in,in,acp-p
thine,thy,po
own,own,d
desires,desire,n2
Thou,thou,pns
beastly,beastly,j
feeder,feeder,n1
art,be,vv2
so,so,av
full,full,j
of,of,acp-p
him,he,pno
That,that,cs
thou,thou,pns
provok'st,provoke,vv2
thyself,thyself,px
to,to,acp-cs
cast,cast,vvi
him,he,pno
up,up,acp-av
So,so,av
so,so,av
thou,thou,pns
common,common,j
dog,dog,n1
didst,do,vvd2
thou,thou,pns
disgorge,disgorge,vvi
Thy,thy,po
glutton,glutton,n1
bosom,bosom,n1
of,of,acp-p
the,the,d
royal,royal,j
Richard,Richard,n1-nn
And,and,cc
now,now,av
thou,thou,pns
wouldst,will,vmd2
eat,eat,vvi
thy,thy,po
dead,dead,j
vomit,vomit,n1
up,up,acp-av
And,and,cc
howl'st,howl,vv2
to,to,acp-cs
find,find,vvi
it,it,pn
What,what,crq-q
trust,trust,vvb
is,be,vvz
in,in,acp-p
these,these,d
times,time,n2
They,they,pns
that,that,cs
when,when,crq-cs
Richard,Richard,n1-nn
lived,live,vvd
would,will,vmd
have,have,vvi
him,he,pno
die,die,vvb
Are,be,vvb
now,now,av
become,become,vvb
enamored,enamour,vvn
on,on,acp-p
his,his,po
grave,grave,n1
Thou,thou,pns
that,that,cs
threw'st,throw,vvd2
dust,dust,n1
upon,upon,acp-p
his,his,po
goodly,goodly,j
head,head,n1
When,when,crq-cs
through,through,acp-p
proud,proud,j
London,London,n1-nn
he,he,pns
came,come,vvd
sighing,sigh,vvg
on,on,acp-av
After,after,acp-p
th',the,d
admirèd,admire,j_vn
heels,heel,n2
of,of,acp-p
Bolingbroke,Bolingbroke,n1-nn
Criest,cry,vv2
now,now,av
O,oh,uh
earth,earth,n1
yield,yield,vvb
us,we,pno
that,that,d
king,king,n1
again,again,av
And,and,cc
take,take,vvb
thou,thou,pns
this,this,d
O,oh,uh
thoughts,thought,n2
of,of,acp-p
men,man,n2
accursed,accurse,vvn
Past,past,j
and,and,cc
to,to,acp-cs
come,come,vvi
seems,seem,vvz
best,best,j-s
things,thing,n2
present,present,j
worst,worst,j-s
MOWBRAY,,
Shall,shall,vmb
we,we,pns
go,go,vvi
draw,draw,vvi
our,our,po
numbers,number,n2
and,and,cc
set,set,vvi
on,on,acp-av
HASTINGS,,
We,we,pns
are,be,vvb
time's,time,n1g
subjects,subject,n2
and,and,cc
time,time,n1
bids,bid,vvz
begone,begone,uh
They,,
exit,,
ACT,,
2,,
Scene,,
1,,
Enter,,
Hostess,,
Quickly,,
of,,
the,,
tavern,,
with,,
two,,
Officers,,
Fang,,
and,,
Snare,,
who,,
lags,,
behind,,
HOSTESS,,
Master,master,n1
Fang,Fang,n1-nn
have,have,vvb
you,you,pn
entered,enter,vvn
the,the,d
action,action,n1
FANG,,
It,it,pn
is,be,vvz
entered,enter,vvn
HOSTESS,,
Where's,where|be,crq-q|vvz
your,your,po
yeoman,yeoman,n1
Is,be,vvz
't,it,pn
a,a,d
lusty,lusty,j
yeoman,yeoman,n1
Will,will,vmb
he,he,pns
stand,stand,vvb
to,to,acp-p
't,it,pn
FANG,,
calling,,
Sirrah,sirrah,n1
Where's,where|be,crq-q|vvz
Snare,Snare,n1-nn
HOSTESS,,
O,oh,uh
Lord,lord,n1
ay,ay,uh
good,good,j
Master,master,n1
Snare,Snare,n1-nn
SNARE,,
catching,,
up,,
to,,
them,,
Here,here,av
here,here,av
FANG,,
Snare,Snare,n1-nn
we,we,pns
must,must,vmb
arrest,arrest,vvi
Sir,sir,n1
John,John,n1-nn
Falstaff,Falstaff,n1-nn
HOSTESS,,
Yea,yea,uh
good,good,j
Master,master,n1
Snare,Snare,n1-nn
I,i,pns
have,have,vvb
entered,enter,vvn
him,he,pno
and,and,cc
all,all,d
SNARE,,
It,it,pn
may,may,vmb
chance,chance,vvi
cost,cost,vvi
some,some,d
of,of,acp-p
us,we,pno
our,our,po
lives,life,n2
for,for,acp-cs
he,he,pns
will,will,vmb
stab,stab,vvi
HOSTESS,,
Alas,alas,uh
the,the,d
day,day,n1
take,take,vvb
heed,heed,n1
of,of,acp-p
him,he,pno
He,he,pns
stabbed,stab,vvd
me,i,pno
in,in,acp-p
mine,my,po
own,own,d
house,house,n1
and,and ,cc
that,that,d
most,most,av-s_d
beastly,beastly,j
in,in,acp-p
good,good,j
faith,faith,n1
He,he,pns
cares,care,vvz
not,not,xx
what,what,crq-r
mischief,mischief,n1
he,he,pns
does,do,vvz
If,if,cs
his,his,po
weapon,weapon,n1
be,be,vvb
out,out,av
he,he,pns
will,will,vmb
foin,foin,n1
like,like,acp-p
any,any,d
devil,devil,n1
He,he,pns
will,will,vmb
spare,spare,vvi
neither,neither,av-x_d
man,man,n1
woman,woman,n1
nor,nor,cc-x
child,child,n1
FANG,,
If,if,cs
I,i,pns
can,can,vmb
close,close,vvi
with,with,acp-p
him,he,pno
I,i,pns
care,care,vvb
not,not,xx
for,for,acp-p
his,his,po
thrust,thrust,n1
HOSTESS,,
No,no,uh-x
nor,nor,cc-x
I,i,pns
neither,neither,av-x_d
I'll,i|will,pns|vmb
be,be,vvi
at,at,acp-p
your,your,po
elbow,elbow,n1
FANG,,
An,an,cs
I,i,pns
but,but,acp-av
fist,fist,vvb
him,he,pno
once,once,acp-av
an,an,cs
he,he,pns
come,come,vvb
but,but,acp-av
within,within,acp-p
my,my,po
view,view,n1
HOSTESS,,
I,i,pns
am,be,vvm
undone,undo,vvn
by,by,acp-p
his,his,po
going,go,vvg
I,i,pns
warrant,warrant,vvb
you,you,pn
he's,he|be,pns|vvz
an,a,d
infinitive,infinitive,n1
thing,thing,n1
upon,upon,acp-p
my,my,po
score,score,n1
Good,good,j
Master,master,n1
Fang,Fang,n1-nn
hold,hold,vvb
him,he,pno
sure,sure,av_j
Good,good,j
Master,master,n1
Snare,Snare,n1-nn
let,let,vvb
him,he,pno
not,not,xx
'scape,escape,vvi
He,he,pns
comes,come,vvz
continuantly,continuant,av_j
to,to,acp-p
Pie,Pie,n1
Corner,corner,n1
saving,save,vvg
your,your,po
manhoods,manhood,n2
to,to,acp-cs
buy,buy,vvi
a,a,d
saddle,saddle,n1
and,and,cc
he,he,pns
is,be,vvz
indited,indict,vvn
to,to,acp-p
dinner,dinner,n1
to,to,acp-p
the,the,d
Lubber's,lubber,n1g
Head,head,n1
in,in,acp-p
Lumbert,Lumbert,n1-nn
Street,street,n1
to,to,acp-p
Master,master,n1
Smooth's,smooth,n1g-nn_j
the,the,d
silkman,silkman,n1
I,i,pns
pray,pray,vvb
you,you,pn
since,since,acp-cs
my,my,po
exion,action,n1
is,be,vvz
entered,enter,vvn
and,and,cc
my,my,po
case,case,n1
so,so,av
openly,open,av_j
known,know,vvn
to,to,acp-p
the,the,d
world,world,n1
let,let,vvb
him,he,pno
be,be,vvi
brought,bring,vvn
in,in,acp-p
to,to,acp-p
his,his,po
answer,answer,n1
A,a,d
hundred,hundred,crd
mark,mark,n1
is,be,vvz
a,a,d
long,long,j
one,one,pi
for,for,acp-p
a,a,d
poor,poor,j
lone,lone,j
woman,woman,n1
to,to,acp-cs
bear,bear,vvi
and,and,cc
I,i,pns
have,have,vvb
borne,bear,vvn
and,and,cc
borne,bear,vvn
and,and,cc
borne,bear,vvn
and,and,cc
have,have,vvb
been,be,vvn
fubbed,fub,vvn
off,off,acp-av
and,and,cc
fubbed,fub,vvn
off,off,acp-av
and,and,cc
fubbed,fub,vvn
off,off,acp-av
from,from,acp-p
this,this,d
day,day,n1
to,to,acp-p
that,that,d
day,day,n1
that,that,cs
it,it,pn
is,be,vvz
a,a,d
shame,shame,n1
to,to,acp-cs
be,be,vvi
thought,think,vvn
on,on,acp-av
There,there,acp-av
is,be,vvz
